time,day_temperature_C,day_humidity_percent,dayofweek_sin,dayofweek_cos,dayofmonth_sin,dayofmonth_cos,dayofyear_sin,dayofyear_cos,complaint_count
2023-07-21,28.1,85,-0.433883739117558,-0.9009688679024191,-0.8978045395707417,-0.44039415155763423,-0.3294084822245302,-0.9441875088341994,19.0
2023-07-22,28.3,82,-0.9749279121818236,-0.2225209339563146,-0.9680771188662041,-0.2506525322587213,-0.3456123126707333,-0.9383773917408642,39.0
2023-07-23,28.0,84,-0.7818314824680299,0.6234898018587334,-0.9987165071710528,-0.05064916883871355,-0.3617137307297674,-0.9322892131745134,16.0
2023-07-24,28.6,80,0.0,1.0,-0.9884683243281114,0.15142777750457667,-0.37770796520396466,-0.9259247771938499,18.0
2023-07-25,28.8,81,0.7818314824680298,0.6234898018587336,-0.9377521321470804,0.3473052528448203,-0.39359027665646645,-0.9192859697186105,30.0
2023-07-26,28.8,80,0.9749279121818236,-0.22252093395631434,-0.8486442574947509,0.5289640103269624,-0.4093559588156211,-0.9123747579707274,17.0
2023-07-27,29.1,81,0.43388373911755823,-0.900968867902419,-0.72479278722912,0.6889669190756865,-0.42500033996955394,-0.9051931898913975,11.0
2023-07-28,28.1,88,-0.433883739117558,-0.9009688679024191,-0.5712682150947924,0.8207634412072763,-0.4405187843504952,-0.8977433935342336,26.0
2023-07-29,27.6,90,-0.9749279121818236,-0.2225209339563146,-0.3943558551133187,0.9189578116202306,-0.455906693508459,-0.8900275764346766,50.0
2023-07-30,27.6,90,-0.7818314824680299,0.6234898018587334,-0.20129852008866114,0.9795299412524943,-0.47115950767386394,-0.8820480249558535,77.0
2023-07-31,28.4,86,0.0,1.0,-2.4492935982947064e-16,1.0,-0.4862727071086902,-0.8738071036110807,19.0
2023-08-01,26.9,91,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,-0.5012418134457756,-0.8653072543632061,38.0
2023-08-02,25.9,93,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,-0.5160623910158526,-0.8565509959010037,77.0
2023-08-03,26.9,81,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,-0.5307300481619331,-0.8475409228928312,69.0
2023-08-04,26.5,83,-0.433883739117558,-0.9009688679024191,0.72479278722912,0.6889669190756866,-0.5452404385406507,-0.8382797052177745,31.0
2023-08-05,27.6,85,-0.9749279121818236,-0.2225209339563146,0.8486442574947509,0.5289640103269624,-0.5595892624101763,-0.828770087174504,23.0
2023-08-06,27.6,86,-0.7818314824680299,0.6234898018587334,0.9377521321470804,0.3473052528448203,-0.5737722679043243,-0.8190148866680802,24.0
2023-08-07,27.6,81,0.0,1.0,0.9884683243281114,0.1514277775045767,-0.5877852522924734,-0.8090169943749472,27.0
2023-08-08,28.1,77,0.7818314824680298,0.6234898018587336,0.9987165071710528,-0.05064916883871264,-0.6016240632249227,-0.7987793728863648,23.0
2023-08-09,28.2,78,0.9749279121818236,-0.22252093395631434,0.9680771188662043,-0.2506525322587204,-0.6152845999633277,-0.7883050558305253,17.0
2023-08-10,28.4,80,0.43388373911755823,-0.900968867902419,0.8978045395707416,-0.4403941515576344,-0.6287628145958345,-0.7775971469736268,14.0
2023-08-11,28.0,83,-0.433883739117558,-0.9009688679024191,0.7907757369376989,-0.6121059825476626,-0.6420547132365636,-0.7666588193001592,35.0
2023-08-12,27.5,87,-0.9749279121818236,-0.2225209339563146,0.6513724827222223,-0.758758122692791,-0.655156357209085,-0.7554933140726804,32.0
2023-08-13,27.9,82,-0.7818314824680299,0.6234898018587334,0.48530196253108104,-0.8743466161445821,-0.6680638642135333,-0.7441039398713608,19.0
2023-08-14,27.4,87,0.0,1.0,0.29936312297335804,-0.9541392564000488,-0.6807734094770159,-0.7324940716135792,31.0
2023-08-15,27.4,87,0.7818314824680298,0.6234898018587336,0.10116832198743272,-0.994869323391895,-0.6932812268869771,-0.7206671495538615,31.0
2023-08-16,27.4,89,0.9749279121818236,-0.22252093395631434,-0.10116832198743204,-0.9948693233918952,-0.7055836101071774,-0.70862667826446,16.0
2023-08-17,26.8,92,0.43388373911755823,-0.900968867902419,-0.2993631229733582,-0.9541392564000488,-0.7176769136759615,-0.6963762255968726,17.0
2023-08-18,26.7,90,-0.433883739117558,-0.9009688679024191,-0.4853019625310808,-0.8743466161445822,-0.7295575540864876,-0.6839194216246105,28.0
2023-08-19,27.8,84,-0.9749279121818236,-0.2225209339563146,-0.651372482722222,-0.7587581226927911,-0.7412220108485957,-0.6712599575675315,39.0
2023-08-20,28.2,83,-0.7818314824680299,0.6234898018587334,-0.7907757369376986,-0.6121059825476627,-0.7526668275320083,-0.6584015846980489,9.0
2023-08-21,28.1,85,0.0,1.0,-0.8978045395707417,-0.44039415155763423,-0.7638886127905429,-0.64534811322955,23.0
2023-08-22,28.6,85,0.7818314824680298,0.6234898018587336,-0.9680771188662041,-0.2506525322587213,-0.7748840413670406,-0.6321034111873488,21.0
2023-08-23,27.5,89,0.9749279121818236,-0.22252093395631434,-0.9987165071710528,-0.05064916883871355,-0.7856498550787144,-0.6186714032625032,34.0
2023-08-24,26.3,91,0.43388373911755823,-0.900968867902419,-0.9884683243281114,0.15142777750457667,-0.7961828637826154,-0.6050560696488494,23.0
2023-08-25,27.4,85,-0.433883739117558,-0.9009688679024191,-0.9377521321470804,0.3473052528448203,-0.8064799463209447,-0.5912614448635782,13.0
2023-08-26,28.4,79,-0.9749279121818236,-0.2225209339563146,-0.8486442574947509,0.5289640103269624,-0.8165380514459157,-0.5772916165517278,29.0
2023-08-27,28.7,77,-0.7818314824680299,0.6234898018587334,-0.72479278722912,0.6889669190756865,-0.8263541987239094,-0.5631507242749187,10.0
2023-08-28,28.3,75,0.0,1.0,-0.5712682150947924,0.8207634412072763,-0.8359254794186365,-0.5488429582847199,21.0
2023-08-29,28.6,73,0.7818314824680298,0.6234898018587336,-0.3943558551133187,0.9189578116202306,-0.8452490573530634,-0.5343725582809785,21.0
2023-08-30,28.4,79,0.9749279121818236,-0.22252093395631434,-0.20129852008866114,0.9795299412524943,-0.8543221697498269,-0.5197438121555157,15.0
2023-08-31,28.8,83,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,-0.8631421280499115,-0.5049610547215202,14.0
2023-09-01,29.1,82,-0.433883739117558,-0.9009688679024191,0.20129852008866006,0.9795299412524945,-0.8717063187093217,-0.4900286664290594,16.0
2023-09-02,28.7,85,-0.9749279121818236,-0.2225209339563146,0.39435585511331855,0.9189578116202306,-0.8800122039735356,-0.4749510720670502,24.0
2023-09-03,26.6,92,-0.7818314824680299,0.6234898018587334,0.5712682150947923,0.8207634412072763,-0.888057322629493,-0.4597327394521046,30.0
2023-09-04,26.5,92,0.0,1.0,0.72479278722912,0.6889669190756866,-0.8958392907349089,-0.4443781781046134,37.0
2023-09-05,26.7,89,0.7818314824680298,0.6234898018587336,0.8486442574947509,0.5289640103269624,-0.9033558023246842,-0.4288919379124841,18.0
